id,rle_mask
4961bb7a3b,
91c4dc1e59,
922f50a838,1 1108 1112 95 1213 92 1314 89 1415 86 1516 82 1617 79 1718 73 1819 67 1920 63 2021 58 2122 54 2223 48 2324 41 2425 37 2526 31 2627 12 2728 3
92cdbbb3f5,5677 67 5758 4444
229a939c86,
22aba9c257,1 2621 2627 93 2728 89 2829 83 2930 77 3031 73 3132 65 3233 60 3334 56 3435 48 3536 44 3637 41 3738 37 3839 27 3940 7
22b0398a5d,1 4 102 4 203 4 304 5 405 5 506 6 607 6 708 7 809 8 910 9 1011 9 1112 10 1213 11 1314 12 1415 13 1516 14 1617 15 1718 16 1819 17 1920 18 2021 19 2122 20 2223 20 2324 21 2425 21 2526 21 2627 22 2728 22 2829 22 2930 22 3031 22 3132 22 3233 23 3334 23 3435 23 3536 23 3637 23 3738 23 3839 23 3940 23 4041 24 4142 24 4243 25 4344 25 4445 26 4546 28 4647 30 4748 32 4849 34 4950 35 5051 37 5152 39 5253 40 5354 42 5455 45 5556 47 5657 50 5758 53 5859 56 5960 58 6061 61 6162 64 6263 67 6364 70 6465 75 6566 80 6667 82 6776 77 6881 75 6986 73 7091 73 7196 71 7305 69 7411 64 7515 61 7619 58 7722 56 7824 55 7927 53 8029 52 8131 51 8234 49 8336 48 8438 47 8540 46 8643 44 8745 43 8848 41 8951 39 9053 38 9157 35 9259 34 9361 33 9463 32 9564 32 9665 32 9766 32 9867 32 9968 32 10069 32 10170 32
9121e2f1dd,1 5155 5170 86 5274 81 5378 77 5481 75 5584 73 5687 71 5790 69 5892 68 5996 65 6098 64 6200 63 6301 63 6403 62 6504 62 6606 61 6708 60 6810 59 6914 56 7017 54 7120 52 7221 52 7323 51 7424 51 7526 50 7628 49 7729 41 7775 3 7831 37 7932 36 8033 35 8134 34 8235 34 8336 34 8437 34 8538 34 8639 34 8741 33 8842 33 8944 32 9046 32 9148 31 9250 31 9351 31 9452 31 9553 32 9654 33 9755 34 9856 35 9957 36 10058 36 10159 36
91297fe545,1 2020 2024 98 2128 95 2233 91 2337 88 2441 85 2546 81 2650 78 2754 75 2859 71 2963 68 3067 65 3172 61 3276 58 3381 54 3486 50 3590 47 3694 44 3798 41 3903 37 4008 33 4114 28 4219 24 4323 21 4427 18 4531 15 4635 12 4739 9 4843 6 4948 2
91b0697d86,1 9 102 9 203 9 304 9 405 8 506 8 607 7 708 5 809 2
90fd7812ed,
48477e7884,
90b7053440,1 91 102 91 203 91 304 90 405 90 506 90 607 90 708 90 809 90 910 90 1011 90 1112 90 1213 90 1314 90 1415 90 1516 90 1617 90 1718 90 1819 90 1920 90 2021 91 2122 91 2223 91 2324 92 2425 93 2526 94 2627 95 2728 96 2829 7373
90b8109bc7,1 8 102 8 203 8 304 8 405 8 506 8 607 9 708 9 809 9 910 9 1011 10 1112 10 1213 10 1314 10 1415 11 1516 11 1617 11 1718 12 1819 12 1920 12 2021 13 2122 13 2223 13 2324 13 2425 14 2526 14 2627 14 2728 14 2829 14 2930 15 3031 15 3132 15 3233 15 3334 15 3435 15 3536 16 3637 2 3640 13 3746 7 3849 5 3951 2
90b82efe82,
22263d7cdc,
8fa7391a85,
1156737ae5,32 70 133 70 234 70 334 71 435 71 535 72 636 72 736 73 837 73 937 74 1038 74 1138 75 1239 75 1339 76 1439 77 1540 77 1640 78 1740 79 1841 79 1942 79 2042 80 2143 80 2244 80 2345 80 2445 81 2546 81 2646 82 2747 82 2847 83 2947 84 3048 84 3148 85 3249 85 3350 85 3450 86 3551 86 3652 86 3752 87 3853 87 3954 87 4054 88 4155 88 4255 89 4356 89 4456 90 4557 90 4657 91 4758 91 4858 92 4959 92 5060 92 5160 93 5261 93 5362 93 5462 94 5563 94 5664 94 5765 94 5866 94 5966 95 6067 95 6168 95 6269 95 6370 95 6471 95 6572 95 6673 95 6774 95 6875 95 6976 95 7077 95 7178 95 7279 95 7380 95 7480 96 7581 96 7682 96 7783 96 7884 96 7985 96 8086 96 8187 96 8288 96 8389 96 8491 95 8592 95 8693 95 8795 94 8896 94 8997 94 9099 93 9200 93 9302 92 9403 92 9504 92 9605 92 9706 92 9808 91 9909 91 10010 91 10111 91
8e99199e35,2443 2 2540 11 2640 28 2739 37 2829 55 2905 7 2930 64 3003 14 3031 89 3132 97 3233 6969
8f399c3cc6,
8e132e492e,76 26 177 26 278 26 378 27 478 28 578 29 678 30 778 31 878 32 978 33 1078 34 1178 35 1278 36 1378 37 1478 38 1578 39 1679 39 1779 40 1879 41 1979 42 2078 44 2177 46 2275 49 2373 52 2472 54 2571 56 2671 57 2771 58 2871 59 2972 59 3071 61 3171 62 3271 63 3372 63 3472 64 3573 64 3674 64 3776 63 3877 63 3979 62 4081 61 4183 60 4285 59 4387 58 4489 57 4591 56 4693 55 4794 55 4896 54 4999 52 5101 51 5203 50 5305 49 5407 48 5509 47 5612 45 5715 43 5818 41 5920 40 6023 38 6126 36 6229 34 6333 31 6435 30 6538 28 6641 26 6743 25 6846 23 6949 21 7052 19 7155 17 7257 16 7361 13 7468 7 7572 4 7674 3
46c21d7d4b,9291 2 9390 4 9490 5 9590 6 9690 7 9790 8 9891 8 9992 8 10094 7 10195 7
470fd746f1,
0ace75e142,21 81 123 80 224 80 327 78 429 77 530 77 632 76 733 76 834 76 935 76 1036 76 1136 77 1237 77 1338 77 1439 77 1540 77 1640 78 1740 79 1840 80 1941 80 2042 80 2143 80 2244 80 2346 79 2447 79 2551 76 2654 74 2758 71 2861 69 2964 67 3068 64 3171 62 3274 60 3377 58 3480 56 3583 54 3686 52 3789 50 3892 48 3994 47 4097 45 4199 44 4301 43 4404 41 4506 40 4610 37 4713 35 4817 32 4920 30 5024 27 5126 26 5229 24 5331 23 5433 22 5534 22 5636 21 5737 21 5839 20 5941 19 6042 19 6144 18 6246 17 6347 17 6449 16 6550 16 6651 16 6753 15 6854 15 6956 14 7057 14 7159 13 7260 13 7361 13 7463 12 7564 12 7666 11 7767 11 7869 10 7970 10 8071 10 8172 10 8273 10 8375 9 8476 9 8577 9 8679 8 8780 8 8881 8 8981 9 9082 9 9183 9 9283 10 9384 10 9485 10 9586 10 9687 10 9788 10 9889 10 9990 10 10091 10 10192 10
8d2785033d,
0aedf52acf,20 82 121 82 222 82 324 81 426 80 528 79 629 79 731 78 833 77 935 76 1037 75 1140 73 1243 71 1345 70 1447 69 1549 68 1652 66 1755 64 1857 63 1959 62 2061 61 2164 59 2267 57 2369 56 2471 55 2574 53 2676 52 2778 51 2880 50 2982 49 3084 48 3186 47 3288 46 3390 45 3491 45 3593 44 3694 44 3795 44 3897 43 3998 43 4099 43 4200 43 4301 43 4402 43 4503 43 4604 43 4704 44 4805 44 4906 44 5006 45 5106 46 5206 47 5306 48 5406 49 5507 49 5607 50 5708 50 5808 51 5908 52 6008 53 6108 54 6207 56 6304 60 6402 63 6499 67 6598 69 6696 72 6792 77 6890 80 6987 84 7085 87 7184 89 7283 91 7382 93 7481 95 7581 96 7680 98 7779 1413 9196 97 9299 95 9402 93 9504 92 9607 90 9710 88 9813 86 9914 86 10016 85 10117 85
8c860c8b88,5650 7 5741 17 5838 21 5936 24 6034 27 6130 32 6225 38 6319 45 6414 51 6512 54 6609 58 6705 63 6800 69 6892 78 6986 85 7073 3129
0af60a2408,7273 5 7374 9 7475 11 7576 12 7677 13 7778 13 7879 14 7980 15 8081 16 8182 17 8283 19 8384 21 8485 23 8586 23 8687 24 8788 24 8889 25 8990 25 9091 26 9192 26 9293 27 9394 27 9495 28 9596 28 9697 29 9798 29 9899 29 10000 29 10101 29
8bce9ebbfd,1 67 102 66 203 65 304 63 405 59 506 54 607 51 708 47 809 43 910 39 1011 35 1112 32 1213 30 1314 28 1415 25 1516 23 1617 20 1718 17 1819 14 1920 12 2021 11 2122 9 2223 7 2324 6 2425 5 2526 4 2627 2 8889 3 8990 4 9091 5 9192 5 9293 6 9394 7 9495 8 9596 9 9697 10 9798 12 9899 12 10000 13 10101 13
4621e4cf32,
213e942c77,98 4 198 5 299 5 399 6 499 7 597 10 693 15 790 19 888 22 986 25 1084 28 1181 32 1280 34 1378 37 1476 40 1573 44 1671 47 1770 49 1868 52 1967 54 2065 57 2161 62 2258 66 2354 71 2451 75 2548 79 2645 83 2740 7157 9899 98 10000 97 10101 96
2163aa947a,1 22 102 21 203 20 304 19 405 18 506 16 607 15 708 14 809 12 910 11 1011 9 1112 8 1213 7 1314 5
45c44595a1,2824 5 2918 12 3016 15 3105 27 3196 37 3285 49 3381 54 3469 67 3550 13 3566 74 3646 461 4113 93 4215 90 4317 88 4418 86 4519 82 4618 29 4660 22 4685 11 4719 29 4821 28 4923 27 5025 26 5138 2 5145 7 5252 1 9948 4 10045 10 10144 14
8a945b50bd,1 91 102 90 203 90 304 89 405 73 484 9 506 68 589 3 607 65 709 60 813 54 915 51 1017 44 1119 39 1222 33 1325 27 1429 20
ff7dc78a2c,5539 12 5636 21 5736 22 5836 23 5936 24 6036 25 6137 25 6238 25 6340 24 6441 24 6542 24 6643 24 6744 24 6845 24 6946 24 7047 24 7147 25 7248 25 7348 26 7448 27 7549 27 7650 27 7751 27 7852 27 7953 27 8053 28 8153 29 8253 30 8354 30 8456 29 8558 28 8659 28 8760 28 8861 28 8961 29 9060 31 9161 31 9262 31 9363 31 9465 30 9566 30 9669 28 9770 28 9871 28 9970 30 10008 8 10071 30 10107 12 10171 31
45a04b7102,
8a83f122c0,
ff65941484,
8a5739903e,
45456c0cf5,9999 1 10099 2 10198 4
fea15039a7,2886 3 2986 8 3030 1 3076 4 3087 9 3114 4 3121 11 3175 9 3186 47 3275 59 3375 60 3468 2 3475 61 3557 4 3565 7 3573 64 3655 83 3752 87 3851 89 3947 2 3950 91 4047 95 4144 1 4147 6055
feb9ca88e3,
8a54304ab0,
fe79b09a4a,
45116205b9,
8a14fa3b33,1 4343 4377 68 4484 62 4589 58 4692 56 4796 53 4902 48 5006 45 5110 42 5213 40 5317 37 5422 33 5527 29 5632 25 5736 22 5839 20 5942 18 6046 15 6149 13 6251 12 6353 11 6456 9 6559 7 6662 5 6764 4 6867 2
fe3d670457,1 8598 8608 92 8712 88 8814 85 8922 77 9036 62 9142 55 9260 35 9362 33 9465 31 9568 28 9671 26 9773 25 9874 25 9976 24 10077 24 10178 24
89272f179a,203 3 304 5 405 6 506 7 605 9 705 10 736 17 766 32 803 14 829 90 927 4427 5363 92 5469 87 5579 78 5686 72 5794 65 5902 58 6008 53 6117 45 6220 43 6322 42 6424 41 6526 36 6627 34 6728 33 6829 32 6930 31 7031 30 7132 29 7232 29 7333 28 7433 29 7532 30 7628 35 7721 43 7818 46 7915 49 8014 50 8112 52 8211 53 8310 54 8409 54 8509 54 8609 53 8709 53 8808 53 8906 55 9005 56 9105 55 9205 55 9306 51 9407 48 9508 47 9609 45 9710 44 9812 40 9915 37 10016 35 10118 33
892f66c867,
8995f21618,
448b2ab416,1 26 102 23 203 24 304 24 405 24 506 26 543 1 607 32 642 5 650 5 660 3 708 59 792 4 809 62 888 10 910 65 989 12 1011 67 1088 18 1112 69 1189 23 1213 8989
8925e85c08,
20bde697e6,
4400c5bac8,
fd4d5819be,52 50 152 51 253 51 354 51 455 51 556 51 657 51 758 51 859 51 960 51 1061 51 1161 52 1262 52 1363 52 1464 52 1565 52 1665 53 1766 53 1867 53 1968 53 2068 54 2169 54 2270 54 2370 55 2471 55 2572 55 2673 55 2773 56 2874 56 2974 57 3075 57 3176 57 3276 58 3377 58 3477 59 3578 59 3678 60 3779 60 3880 60 3981 60 4082 60 4182 61 4283 61 4384 61 4485 61 4585 62 4686 62 4788 61 4889 61 4990 61 5091 61 5192 61 5292 62 5393 62 5494 62 5594 63 5695 63 5796 63 5896 64 5997 64 6098 64 6199 64 6300 64 6402 63 6502 64 6603 64 6705 63 6806 63 6907 63 7008 63 7109 63 7210 63 7311 63 7412 63 7513 63 7614 63 7715 63 7816 63 7917 63 8019 62 8120 62 8221 62 8322 62 8423 62 8525 61 8626 61 8727 61 8828 61 8930 60 9031 60 9132 60 9233 60 9334 60 9435 60 9536 60 9637 60 9738 60 9839 60 9940 60 10041 60 10142 60
fdfe7e5987,76 26 177 26 278 26 379 26 480 26 580 27 681 27 782 27 883 27 983 28 1084 28 1185 28 1286 28 1387 28 1487 29 1588 29 1689 29 1790 29 1891 29 1992 29 2093 29 2194 29 2295 29 2396 29 2498 28 2599 28 2700 28 2801 28 2902 28 3003 28 3104 28 3205 28 3306 28 3407 28 3508 28 3609 28 3711 27 3812 27 3913 27 4014 27 4115 27 4216 27 4317 27 4418 27 4519 27 4620 27 4721 27 4822 27 4923 27 5025 26 5126 26 5227 26 5329 25 5430 25 5532 24 5633 24 5734 24 5834 25 5935 25 6036 25 6137 25 6238 25 6339 25 6441 24 6542 24 6643 24 6744 24 6845 24 6946 24 7047 24 7149 23 7250 23 7350 24 7451 24 7552 24 7652 25 7753 25 7854 25 7954 26 8055 26 8156 26 8257 26 8358 26 8459 26 8560 26 8660 27 8761 27 8862 27 8962 28 9063 28 9163 29 9263 30 9363 31 9464 31 9564 32 9665 32 9766 32 9866 33 9967 33 10068 33 10169 33
1083eaa92a,23 79 124 79 225 79 327 78 428 78 530 77 632 76 733 76 835 75 938 73 1039 73 1141 72 1243 71 1345 70 1447 69 1549 68 1650 68 1752 67 1853 67 1955 66 2056 66 2157 66 2258 66 2359 66 2461 65 2562 65 2664 64 2765 64 2867 63 2968 63 3070 62 3171 62 3273 61 3374 61 3476 60 3577 60 3679 59 3780 59 3881 59 3983 58 4084 58 4186 57 4287 57 4389 56 4490 56 4592 55 4693 55 4795 54 4896 54 4998 53 5099 53 5201 52 5302 52 5403 52 5504 52 5606 51 5707 51 5809 50 5910 50 6011 50 6113 49 6214 49 6316 48 6417 48 6518 48 6619 48 6720 48 6821 48 6922 48 7024 47 7125 47 7226 47 7327 47 7429 46 7530 46 7631 46 7732 46 7834 45 7935 45 8036 45 8138 44 8239 44 8340 44 8441 44 8542 44 8643 44 8744 44 8845 44 8946 44 9047 44 9148 44 9250 43 9351 43 9452 43 9553 43 9653 44 9754 44 9855 44 9955 45 10055 46 10156 46
8816f6d638,685 23 772 37 819 8 867 43 917 25 962 49 1016 36 1054 58 1115 5350 6470 96 6573 94 6677 91 6781 88 6884 86 6987 84 7090 82 7192 81 7293 81 7394 81 7495 81 7596 81 7698 80 7799 80 7902 78 8004 77 8106 76 8207 76 8308 76 8409 76 8510 76 8611 76 8711 77 8811 78 8911 79 9011 80 9111 81 9211 82 9311 83 9411 84 9512 84 9612 85 9713 85 9813 86 9914 86 10015 86 10115 87
fcf87c94e3,
fd31311ea1,50 52 152 51 254 50 356 49 460 46 563 44 665 43 767 42 870 40 972 39 1074 38 1177 36 1282 32 1386 29 1489 27 1592 25 1693 25 1794 25 1896 24 1997 24 2100 22 2203 20 2304 20 2406 19 2507 19 2606 21 2707 21 2808 21 2909 21 3010 21 3113 19 3216 17 3318 16 3419 16 3520 16 3621 16 3722 16 3823 16 3924 16 4024 17 4120 22 4221 22 4322 22 4423 22 4524 22 4626 21 4728 20 4831 18 4933 17 5037 14 5140 12 5242 11 5346 8 5451 4 5553 3
fd493dfefa,
0b9424abbb,
fc7926f05e,
fcaa76df64,1 13 102 13 203 13 304 13 405 13 506 13 607 13 708 13 809 13 910 13 1011 12 1112 12 1213 11 1314 10 1415 9 1516 8 1617 7 1718 6 1819 5 1920 4 2021 4 2122 4 2223 3 2324 3 2425 3 2526 2 2627 2 2728 1 2829 1 2930 1 5253 1 5354 1 5455 2 5556 2 5657 3 5758 4 5859 4 5960 4 6061 4 6162 4 6263 5 6364 5 6465 5 6566 6 6667 6 6768 7 6869 7 6970 8 7071 8 7172 9 7273 9 7374 10 7475 11 7576 12 7677 12 7778 13 7879 14 7980 15 8081 16 8182 17 8283 18 8384 18 8485 19 8586 20 8687 21 8788 22 8889 23 8990 24 9091 25 9192 25 9293 26 9394 27 9495 27 9596 28 9697 29 9798 30 9899 30 10000 31 10101 31
87807623b6,1 88 102 88 203 88 304 89 405 89 506 90 607 90 708 90 809 90 910 90 1011 90 1112 91 1213 91 1314 91 1415 91 1516 91 1617 91 1718 90 1819 90 1920 89 2021 88 2122 87 2223 87 2324 87 2425 87 2526 87 2627 87 2728 87 2829 87 2930 87 3031 87 3132 87 3233 87 3334 87 3435 87 3536 87 3637 87 3738 87 3839 88 3940 88 4041 89 4142 89 4243 89 4344 89 4445 88 4546 87 4647 85 4748 83 4849 81 4950 79 5051 78 5152 76 5253 75 5354 73 5455 72 5556 70 5657 69 5758 69 5859 68 5960 67 6061 65 6162 65 6263 64 6364 64 6465 63 6566 63 6667 63 6768 63 6869 63 6970 63 7071 63 7172 63 7273 63 7374 62 7475 62 7576 61 7677 59 7778 58 7879 57 7980 56 8081 56 8182 55 8283 54 8384 53 8485 52 8586 50 8687 48 8788 45 8889 42 8990 39 9091 35 9192 32 9293 29 9394 27 9495 23 9596 19 9697 12 9798 9 9899 7 10000 6 10101 4
43a137a06b,
870e83dd9d,
43287380d3,
fa899a655b,1 24 102 23 203 23 304 22 405 20 506 19 607 18 708 18 809 17 910 16 1011 15 1112 14 1213 12 1314 11 1415 10 1516 9 1617 8 1718 7 1819 6 1920 5 2021 3 2122 2
fbac994408,
850f48c5e3,
f970a44702,
f990b164fd,
fa6d82463a,
84e866a2d3,
202b601141,
84634ba306,
84d1245b1c,2723 2 2822 5 2922 8 3022 9 3123 9 3223 10 3324 10 3425 10 3527 9 3628 9 3730 8 3831 8 3933 7 4034 7 4136 6 4237 6 4339 5 4440 5 4543 3 4646 1
0ff0988d7e,1 10201
833993f5c2,80 22 181 22 283 21 385 20 488 18 591 16 694 14 797 12 899 11 1002 9 1105 7 1207 6 1309 5 1412 3 1513 3 1615 2 1716 2 1817 2 1918 2 2018 3 2118 4 2218 5 2318 6 2418 7 2518 8 2619 8 2720 8 2821 8 2922 8 3024 7 3125 7 3227 6 3329 5 3430 5 3532 4 3633 4 3734 4 3834 5 3935 5 4036 5 4137 5 4237 6 4339 5 4440 5 4542 4 4644 3 4746 2 7575 1 7675 2 7775 3 7875 4 7975 5 8076 5 8177 5 8278 5 8378 6 8479 6 8579 7 8679 8 8779 9 8879 10 8980 10 9081 10 9182 10 9283 10 9385 9 9487 8 9589 7 9693 4
f89a479c21,9696 1 9791 7 9888 11 9987 13 10086 15 10186 16
837c793261,1 53 102 52 203 52 304 51 405 50 506 49 607 49 708 48 809 47 910 47 1011 46 1112 46 1213 45 1314 45 1415 45 1516 44 1617 44 1718 44 1819 43 1920 43 2021 43 2122 43 2223 42 2324 42 2425 42 2526 42 2627 42 2728 41 2829 41 2930 41 3031 41 3132 40 3233 40 3334 40 3435 40 3536 40 3637 40 3738 41 3839 41 3940 41 4041 41 4142 41 4243 41 4344 41 4445 41 4546 41 4647 41 4748 41 4849 41 4950 40 5051 40 5152 40 5253 40 5354 40 5455 40 5556 40 5657 40 5758 40 5859 40 5960 40 6061 41 6162 41 6263 41 6364 41 6465 41 6566 42 6667 42 6768 42 6869 42 6970 42 7071 42 7172 42 7273 42 7374 42 7475 42 7576 42 7677 42 7778 42 7879 41 7980 40 8081 39 8182 38 8283 37 8384 36 8485 36 8586 35 8687 35 8788 34 8889 34 8990 33 9091 33 9192 32 9293 31 9394 31 9495 30 9596 30 9697 30 9798 29 9899 29 10000 29 10101 29
f86b6b05b6,
83f98d2c24,1 10 102 10 203 10 304 9 405 9 506 9 607 9 708 8 809 8 910 8 1011 7 1112 7 1213 6 1314 6 1415 6 1516 5 1617 5 1718 5 1819 5 1920 5 2021 5 2122 6 2223 6 2324 7 2425 7 2526 8 2627 9 2728 10 2829 10 2930 10 3031 10 3132 10 3233 10 3334 10 3435 10 3536 11 3637 11 3738 11 3839 11 3940 12 4041 12 4142 12 4243 13 4344 13 4445 13 4546 14 4647 14 4748 14 4849 15 4950 15 5051 15 5152 16 5253 16 5354 17 5455 17 5556 17 5657 17 5758 18 5859 18 5960 18 6061 17 6162 17 6263 17 6364 17 6465 17 6566 17 6667 17 6768 17 6869 16 6970 16 7071 16 7172 16 7273 16 7374 17 7475 17 7576 17 7677 17 7778 17 7879 17 7980 17 8081 17 8182 17 8283 17 8384 17 8485 17 8586 17 8687 17 8788 17 8889 17 8990 17 9091 18 9192 18 9293 18 9394 18 9495 18 9596 19 9697 19 9798 19 9899 19 10000 19 10101 19
201a189503,1 68 102 68 203 68 304 69 405 69 506 70 607 70 708 70 809 70 910 70 1011 70 1112 70 1213 70 1314 70 1415 70 1516 70 1617 70 1718 70 1819 71 1920 71 2021 71 2122 71 2223 70 2324 70 2425 70 2526 70 2627 70 2728 70 2829 70 2930 70 3031 70 3132 70 3233 70 3334 70 3435 71 3536 71 3637 71 3738 71 3839 71 3940 71 4041 71 4142 71 4243 71 4344 71 4445 71 4546 71 4647 71 4748 71 4849 71 4950 71 5051 70 5152 70 5253 69 5354 68 5455 68 5556 67 5657 67 5758 67 5859 67 5960 66 6061 66 6162 66 6263 65 6364 64 6465 63 6566 62 6667 61 6768 60 6869 58 6970 57 7071 56 7172 55 7273 54 7374 53 7475 52 7576 51 7677 49 7778 48 7879 46 7980 44 8081 41 8182 39 8283 37 8384 35 8485 33 8586 31 8687 30 8788 28 8889 26 8990 25 9091 24 9192 22 9293 21 9394 19 9495 18 9596 17 9697 15 9798 14 9899 14 10000 13 10101 13
f57a53da45,
f68ae5fc4f,5250 3 5349 5 5447 8 5546 10 5645 12 5745 13 5845 14 5945 15 6045 16 6145 17 6246 17 6347 17 6448 17 6548 18 6649 18 6750 18 6850 19 6951 19 7051 20 7152 20 7252 21 7352 22 7453 22 7553 23 7653 24 7753 25 7853 26 7953 27 8052 29 8152 30 8251 32 8351 33 8451 34 8551 35 8651 36 8750 38 8850 39 8950 40 9050 41 9150 42 9249 44 9349 45 9449 46 9549 47 9649 48 9749 49 9848 51 9948 52 10049 52 10149 53
f6a8da7ffb,1 22 102 22 203 23 304 23 405 24 506 25 607 26 708 27 809 28 910 29 1011 29 1112 30 1213 31 1314 31 1415 32 1516 32 1617 33 1718 34 1819 35 1920 36 2021 37 2122 38 2223 40 2324 42 2425 44 2526 46 2627 47 2728 49 2829 51 2930 53 3031 56 3132 57 3233 58 3334 58 3435 59 3536 59 3637 59 3738 59 3839 59 3940 58 4041 58 4142 57 4243 56 4344 55 4445 54 4546 53 4647 52 4748 50 4849 48 4950 46 5051 45 5152 43 5253 41 5354 40 5455 40 5556 39 5657 39 5758 38 5859 38 5960 37 6061 35 6162 34 6263 32 6364 31 6465 29 6566 28 6667 27 6768 27 6869 27 6970 27 7071 27 7172 27 7273 28 7374 29 7475 29 7576 30 7677 30 7778 30 7879 30 7980 31 8081 31 8182 32 8283 32 8384 33 8485 33 8586 34 8687 34 8788 34 8889 34 8990 34 9091 34 9192 34 9293 34 9394 34 9495 34 9596 34 9697 33 9798 33 9899 33 10000 33 10101 33
f6c2cf9470,
f741becc08,
f74beabd47,
0bec31a789,
f33e9641c7,
f53940cb48,2823 6 2916 14 3013 18 3110 22 3202 31 3299 35 3397 38 3495 41 3592 45 3689 49 3784 55 3878 62 3960 81 4054 803 4873 77 4981 70 5096 56 5202 51 5307 47 5416 39 5529 27 5634 23 5740 18 5844 15 5947 13 6051 10 6158 4
1f78b0cece,
821f0bcb1d,4344 2 4445 7 4546 13 4647 16 4748 18 4849 19 4950 20 5051 21 5152 22 5253 22 5354 23 5455 24 5556 25 5657 27 5758 28 5859 29 5960 30 6061 31 6162 32 6263 33 6364 35 6465 41 6566 44 6667 46 6768 47 6869 48 6970 49 7071 49 7172 50 7273 51 7374 53 7475 54 7576 54 7677 55 7778 56 7879 57 7980 58 8081 60 8182 61 8283 63 8384 64 8485 66 8586 68 8687 69 8788 71 8889 72 8990 72 9091 73 9192 73 9293 73 9394 73 9495 73 9596 73 9697 74 9798 74 9899 75 10000 75 10101 76
f2a038cbd1,
826b1b2ec1,1 55 102 54 203 54 304 53 405 51 506 50 607 49 708 48 809 47 910 46 1011 45 1112 43 1213 42 1314 42 1415 40 1516 39 1617 38 1718 36 1819 35 1920 34 2021 33 2122 32 2223 32 2324 31 2425 30 2526 29 2627 29 2728 28 2829 27 2930 27 3031 26 3132 26 3233 26 3334 27 3435 27 3536 27 3637 27 3738 28 3839 28 3940 29 4041 29 4142 29 4243 29 4344 30 4445 30 4546 31 4647 32 4748 34 4849 38 4950 41 5051 44 5152 46 5253 48 5354 50 5455 53 5556 57 5657 58 5758 59 5859 59 5960 59 6061 59 6162 59 6263 58 6364 56 6465 55 6566 55 6667 54 6768 53 6869 53 6970 53 7071 53 7172 52 7273 52 7374 52 7475 52 7576 51 7677 51 7778 50 7879 49 7980 48 8081 47 8182 46 8283 45 8384 44 8485 43 8586 42 8687 41 8788 40 8889 38 8990 37 9091 35 9192 34 9293 33 9394 32 9495 31 9596 29 9697 28 9798 27 9899 26 10000 25 10101 25
f283b78236,
0fbf301a5e,2718 6 2787 4 2810 2 2818 11 2887 9 2905 2 2909 5 2918 12 2987 11 3004 11 3019 12 3044 3 3086 46 3143 7 3185 48 3243 10 3277 2 3284 50 3343 11 3362 5 3377 58 3443 13 3462 11 3477 60 3543 17 3562 12 3578 62 3641 6561
0fc3f9d9dc,
f1c3f0c377,
f1d244a5ca,4 98 104 99 204 9998
f1f93ae87c,1 10201
81563b7b32,
f0c7259583,
41647172d6,1 492 506 81 607 77 708 70 809 66 910 60 1011 55 1112 52 1213 50 1314 47 1415 40 1516 35 1617 30 1718 26 1819 23 1920 19 2021 16 2122 12 2223 8 2324 5
80ae0d1b54,
f0c6966ef8,2223 7 2324 10 2425 12 2526 14 2627 17 2728 25 2829 31 2930 34 3031 39 3132 45 3233 48 3334 52 3435 54 3536 55 3637 56 3738 56 3839 57 3940 58 4041 59 4142 59 4243 60 4344 61 4445 61 4546 61 4647 60 4748 60 4849 60 4950 61 5051 61 5152 61 5253 61 5354 61 5455 61 5556 61 5657 61 5758 60 5859 60 5960 59 6061 59 6162 59 6263 58 6364 58 6465 57 6566 57 6667 56 6768 55 6869 54 6970 53 7071 52 7172 50 7273 48 7374 46 7475 46 7576 45 7677 45 7778 44 7879 44 7980 43 8081 42 8182 42 8283 42 8384 42 8485 43 8586 43 8687 44 8788 45 8889 46 8990 46 9091 47 9192 48 9293 48 9394 49 9495 50 9596 50 9697 50 9798 51 9899 51 10000 51 10101 50
80a60e50be,
ef898b80ea,
eff6f75116,1 52 102 53 203 54 304 54 405 56 506 57 607 59 708 60 809 62 910 63 1011 64 1112 65 1213 66 1314 68 1415 69 1516 70 1617 72 1718 74 1819 75 1920 77 2021 78 2122 80 2223 82 2324 84 2425 86 2526 88 2627 89 2728 91 2829 93 2930 95 3031 96 3132 98 3233 2424 5661 97 5764 95 5866 94 5969 92 6072 90 6175 88 6279 85 6382 83 6485 81 6589 78 6695 73 6802 67 6906 64 7009 62 7113 59 7218 55 7323 51 7429 46 7533 43 7636 41 7740 38 7844 35 7979 1
f099f5fecf,2726 2 2826 3 2926 4 3026 5 3126 6 3226 7 3327 7 3427 8 3527 9 3626 11 3725 13 3823 16 3922 18 4020 21 4120 22 4219 24 4319 25 4418 27 4516 30 4614 33 4713 35 4811 38 4910 40 5008 43 5106 46 5204 49 5300 54 5396 59 5493 63 5589 68 5682 76 5769 90 5862 2522 8390 95 8496 90 8601 86 8707 81 8816 11 8837 5 8852 37 8965 25
80668fbcee,
